from_domain,from_table,from_column,to_domain,to_table,to_column,business_label
Riordino fondiario,riordino_tasks,practice_id,Riordino fondiario,riordino_practices,id,riordino_tasks.practice_id collega a riordino_practices (practice)
Riordino fondiario,riordino_tasks,step_id,Riordino fondiario,riordino_steps,id,riordino_tasks.step_id collega a riordino_steps (step)
Accessi e permessi,role_section_permissions,section_id,Accessi e permessi,sections,id,role_section_permissions.section_id collega a sections (section)
Accessi e permessi,role_section_permissions,updated_by_id,Accessi e permessi,application_users,id,role_section_permissions.updated_by_id collega a application_users (updated_by)
Ruolo e incassi,ruolo_avvisi,import_job_id,Ruolo e incassi,ruolo_import_jobs,id,ruolo_avvisi.import_job_id collega a ruolo_import_jobs (import_job)
Ruolo e incassi,ruolo_avvisi,subject_id,Utenze e anagrafiche,ana_subjects,id,ruolo_avvisi.subject_id collega a ana_subjects (subject)
Ruolo e incassi,ruolo_import_jobs,triggered_by,Accessi e permessi,application_users,id,ruolo_import_jobs.triggered_by collega a application_users (triggered_by)
Ruolo e incassi,ruolo_particelle,ade_scan_document_id,Catasto e GIS catastale,catasto_documents,id,ruolo_particelle.ade_scan_document_id collega a catasto_documents (ade_scan_document)
Ruolo e incassi,ruolo_particelle,ade_scan_request_id,Catasto e GIS catastale,catasto_visure_requests,id,ruolo_particelle.ade_scan_request_id collega a catasto_visure_requests (ade_scan_request)
Ruolo e incassi,ruolo_particelle,cat_particella_id,Catasto e GIS catastale,cat_particelle,id,ruolo_particelle.cat_particella_id collega a cat_particelle (cat_particella)
Ruolo e incassi,ruolo_particelle,catasto_parcel_id,Catasto e GIS catastale,catasto_parcels,id,ruolo_particelle.catasto_parcel_id collega a catasto_parcels (catasto_parcel)
Ruolo e incassi,ruolo_particelle,partita_id,Ruolo e incassi,ruolo_partite,id,ruolo_particelle.partita_id collega a ruolo_partite (partita)
Ruolo e incassi,ruolo_partite,avviso_id,Ruolo e incassi,ruolo_avvisi,id,ruolo_partite.avviso_id collega a ruolo_avvisi (avviso)
Sincronizzazioni e audit,shares,parent_id,Sincronizzazioni e audit,shares,id,shares.parent_id collega a shares (parent)
Inventario e magazzino,storage_quota_alert,metric_id,Inventario e magazzino,storage_quota_metric,id,storage_quota_alert.metric_id collega a storage_quota_metric (metric)
Sincronizzazioni e audit,sync_jobs,requested_by_user_id,Accessi e permessi,application_users,id,sync_jobs.requested_by_user_id collega a application_users (requested_by_user)
Sincronizzazioni e audit,sync_jobs,snapshot_id,Sincronizzazioni e audit,snapshots,id,sync_jobs.snapshot_id collega a snapshots (snapshot)
Sincronizzazioni e audit,sync_runs,snapshot_id,Sincronizzazioni e audit,snapshots,id,sync_runs.snapshot_id collega a snapshots (snapshot)
Operazioni sul campo,team,created_by_user_id,Accessi e permessi,application_users,id,team.created_by_user_id collega a application_users (created_by_user)
Operazioni sul campo,team,supervisor_user_id,Accessi e permessi,application_users,id,team.supervisor_user_id collega a application_users (supervisor_user)
Operazioni sul campo,team,updated_by_user_id,Accessi e permessi,application_users,id,team.updated_by_user_id collega a application_users (updated_by_user)
Operazioni sul campo,team_membership,team_id,Operazioni sul campo,team,id,team_membership.team_id collega a team (team)
Operazioni sul campo,team_membership,user_id,Accessi e permessi,application_users,id,team_membership.user_id collega a application_users (user)
Accessi e permessi,user_presence,user_id,Accessi e permessi,application_users,id,user_presence.user_id collega a application_users (user)
Accessi e permessi,user_section_permissions,granted_by_id,Accessi e permessi,application_users,id,user_section_permissions.granted_by_id collega a application_users (granted_by)
Accessi e permessi,user_section_permissions,section_id,Accessi e permessi,sections,id,user_section_permissions.section_id collega a sections (section)
Accessi e permessi,user_section_permissions,user_id,Accessi e permessi,application_users,id,user_section_permissions.user_id collega a application_users (user)
Operazioni sul campo,vehicle,created_by_user_id,Accessi e permessi,application_users,id,vehicle.created_by_user_id collega a application_users (created_by_user)
Operazioni sul campo,vehicle,updated_by_user_id,Accessi e permessi,application_users,id,vehicle.updated_by_user_id collega a application_users (updated_by_user)
Operazioni sul campo,vehicle_assignment,assigned_by_user_id,Accessi e permessi,application_users,id,vehicle_assignment.assigned_by_user_id collega a application_users (assigned_by_user)
Operazioni sul campo,vehicle_assignment,operator_user_id,Accessi e permessi,application_users,id,vehicle_assignment.operator_user_id collega a application_users (operator_user)
Operazioni sul campo,vehicle_assignment,team_id,Operazioni sul campo,team,id,vehicle_assignment.team_id collega a team (team)
Operazioni sul campo,vehicle_assignment,vehicle_id,Operazioni sul campo,vehicle,id,vehicle_assignment.vehicle_id collega a vehicle (vehicle)
Operazioni sul campo,vehicle_document,attachment_id,Operazioni sul campo,attachment,id,vehicle_document.attachment_id collega a attachment (attachment)
Operazioni sul campo,vehicle_document,vehicle_id,Operazioni sul campo,vehicle,id,vehicle_document.vehicle_id collega a vehicle (vehicle)
Operazioni sul campo,vehicle_fuel_log,receipt_attachment_id,Operazioni sul campo,attachment,id,vehicle_fuel_log.receipt_attachment_id collega a attachment (receipt_attachment)
Operazioni sul campo,vehicle_fuel_log,recorded_by_user_id,Accessi e permessi,application_users,id,vehicle_fuel_log.recorded_by_user_id collega a application_users (recorded_by_user)
Operazioni sul campo,vehicle_fuel_log,usage_session_id,Operazioni sul campo,vehicle_usage_session,id,vehicle_fuel_log.usage_session_id collega a vehicle_usage_session (usage_session)
Operazioni sul campo,vehicle_fuel_log,vehicle_id,Operazioni sul campo,vehicle,id,vehicle_fuel_log.vehicle_id collega a vehicle (vehicle)
Operazioni sul campo,vehicle_fuel_log,wc_operator_id,Operazioni sul campo,wc_operator,id,vehicle_fuel_log.wc_operator_id collega a wc_operator (wc_operator)
Operazioni sul campo,vehicle_maintenance,created_by_user_id,Accessi e permessi,application_users,id,vehicle_maintenance.created_by_user_id collega a application_users (created_by_user)
Operazioni sul campo,vehicle_maintenance,maintenance_type_id,Operazioni sul campo,vehicle_maintenance_type,id,vehicle_maintenance.maintenance_type_id collega a vehicle_maintenance_type (maintenance_type)
Operazioni sul campo,vehicle_maintenance,updated_by_user_id,Accessi e permessi,application_users,id,vehicle_maintenance.updated_by_user_id collega a application_users (updated_by_user)
Operazioni sul campo,vehicle_maintenance,vehicle_id,Operazioni sul campo,vehicle,id,vehicle_maintenance.vehicle_id collega a vehicle (vehicle)
Operazioni sul campo,vehicle_odometer_reading,recorded_by_user_id,Accessi e permessi,application_users,id,vehicle_odometer_reading.recorded_by_user_id collega a application_users (recorded_by_user)
Operazioni sul campo,vehicle_odometer_reading,usage_session_id,Operazioni sul campo,vehicle_usage_session,id,vehicle_odometer_reading.usage_session_id collega a vehicle_usage_session (usage_session)
Operazioni sul campo,vehicle_odometer_reading,vehicle_id,Operazioni sul campo,vehicle,id,vehicle_odometer_reading.vehicle_id collega a vehicle (vehicle)
Operazioni sul campo,vehicle_usage_session,actual_driver_user_id,Accessi e permessi,application_users,id,vehicle_usage_session.actual_driver_user_id collega a application_users (actual_driver_user)
Operazioni sul campo,vehicle_usage_session,related_assignment_id,Operazioni sul campo,vehicle_assignment,id,vehicle_usage_session.related_assignment_id collega a vehicle_assignment (related_assignment)
Operazioni sul campo,vehicle_usage_session,started_by_user_id,Accessi e permessi,application_users,id,vehicle_usage_session.started_by_user_id collega a application_users (started_by_user)
Operazioni sul campo,vehicle_usage_session,team_id,Operazioni sul campo,team,id,vehicle_usage_session.team_id collega a team (team)
Operazioni sul campo,vehicle_usage_session,validated_by_user_id,Accessi e permessi,application_users,id,vehicle_usage_session.validated_by_user_id collega a application_users (validated_by_user)
Operazioni sul campo,vehicle_usage_session,vehicle_id,Operazioni sul campo,vehicle,id,vehicle_usage_session.vehicle_id collega a vehicle (vehicle)
Inventario e magazzino,warehouse_request,field_report_id,Operazioni sul campo,field_report,id,warehouse_request.field_report_id collega a field_report (field_report)
Operazioni sul campo,wc_operator,gaia_user_id,Accessi e permessi,application_users,id,wc_operator.gaia_user_id collega a application_users (gaia_user)
Operazioni sul campo,wc_org_chart_entry,org_chart_id,Operazioni sul campo,wc_org_chart,id,wc_org_chart_entry.org_chart_id collega a wc_org_chart (org_chart)
Operazioni sul campo,wc_org_chart_entry,wc_area_id,Operazioni sul campo,wc_area,id,wc_org_chart_entry.wc_area_id collega a wc_area (wc_area)
Operazioni sul campo,wc_org_chart_entry,wc_operator_id,Operazioni sul campo,wc_operator,id,wc_org_chart_entry.wc_operator_id collega a wc_operator (wc_operator)
Operazioni sul campo,wc_refuel_event,matched_fuel_card_id,Operazioni sul campo,fuel_card,id,wc_refuel_event.matched_fuel_card_id collega a fuel_card (matched_fuel_card)
Operazioni sul campo,wc_refuel_event,matched_fuel_log_id,Operazioni sul campo,vehicle_fuel_log,id,wc_refuel_event.matched_fuel_log_id collega a vehicle_fuel_log (matched_fuel_log)
Operazioni sul campo,wc_refuel_event,vehicle_id,Operazioni sul campo,vehicle,id,wc_refuel_event.vehicle_id collega a vehicle (vehicle)
Operazioni sul campo,wc_refuel_event,wc_operator_id,Operazioni sul campo,wc_operator,id,wc_refuel_event.wc_operator_id collega a wc_operator (wc_operator)
Operazioni sul campo,wc_sync_job,triggered_by,Accessi e permessi,application_users,id,wc_sync_job.triggered_by collega a application_users (triggered_by)
Wiki e assistente,wiki_conversation_events,conversation_id,Wiki e assistente,wiki_conversations,id,wiki_conversation_events.conversation_id collega a wiki_conversations (conversation)
Wiki e assistente,wiki_conversation_messages,conversation_id,Wiki e assistente,wiki_conversations,id,wiki_conversation_messages.conversation_id collega a wiki_conversations (conversation)
Wiki e assistente,wiki_conversation_metrics_backfill_jobs,parent_job_id,Wiki e assistente,wiki_conversation_metrics_backfill_jobs,id,wiki_conversation_metrics_backfill_jobs.parent_job_id collega a wiki_conversation_metrics_backfill_jobs (parent_job)
Wiki e assistente,wiki_request_artifacts,request_id,Wiki e assistente,wiki_requests,id,wiki_request_artifacts.request_id collega a wiki_requests (request)
Wiki e assistente,wiki_request_events,request_id,Wiki e assistente,wiki_requests,id,wiki_request_events.request_id collega a wiki_requests (request)
Wiki e assistente,wiki_requests,canonical_request_id,Wiki e assistente,wiki_requests,id,wiki_requests.canonical_request_id collega a wiki_requests (canonical_request)
