source_point_code,record_kinds,rows,matricole,exact_candidates,strip_suffix_candidates,dotted_candidates,alpha_suffix_candidates,meter_candidates,notes
13E_4-2D,operator_activity,3,11618,,,,,,operator_activity
13E_5-1C,operator_activity,3,11619,,,,,,operator_activity
13E_5-1D,operator_activity,3,11620,,,,,,operator_activity
13E_6-1A,operator_activity,3,11621,,,,,,operator_activity
13E_6-1B,operator_activity,3,11622,,,,,,operator_activity
13E_6-1C,operator_activity,3,11623,,,,,,operator_activity
13E_6-1D,operator_activity,3,11624,,,,,,operator_activity
13E_7-2A,operator_activity,3,11625,,,,,,operator_activity
13E_7-2B,operator_activity,3,11626,,,,,,operator_activity
13E_7-2C,operator_activity,3,11627,,,,,,operator_activity
13E_7-2D,operator_activity,3,11628,,,,,,operator_activity
13E_8-3A,operator_activity,3,11629,,,,,,operator_activity
13E_8-3B,operator_activity,3,11630,,,,,,operator_activity
13E_8-3C,operator_activity,3,11631,,,,,,operator_activity
13E_8-3D,operator_activity,3,11632,,,,,,operator_activity
13E_9-4A,operator_activity,3,11633,,,,,,operator_activity
13E_9-4B,operator_activity,3,11634,,,,,,operator_activity
13E_9-4C,operator_activity,3,11635,,,,,,operator_activity
13E_9-4D,operator_activity,3,11636,,,,,,operator_activity
13W.1_1-7C,operator_activity,3,11720,,,,,,operator_activity
13W_1-31A,operator_activity,3,11533,,,,,,operator_activity
13W_1-31B,operator_activity,3,11534,,,,,,operator_activity
13W_1-31C,operator_activity,3,11535,,,,,,operator_activity
13W_1-31D,operator_activity,3,11536,,,,,,operator_activity
13W_1-7A,operator_activity,3,11658,,,,,,operator_activity
13W_1-7B,operator_activity,3,11659,,,,,,operator_activity
13W_1-7C,operator_activity,3,11660,,,,,,operator_activity
13W_1-7D,operator_activity,3,11661,,,,,,operator_activity
13W_10-16A,operator_activity,3,11694,,,,,,operator_activity
13W_10-16B,operator_activity,3,11695,,,,,,operator_activity
13W_10-16C,operator_activity,3,11696,,,,,,operator_activity
13W_10-40A,operator_activity,3,11565,,,,,,operator_activity
13W_10-40B,operator_activity,3,11566,,,,,,operator_activity
13W_10-40C,operator_activity,3,11567,,,,,,operator_activity
13W_10-40D,operator_activity,3,11568,,,,,,operator_activity
13W_11-17A,operator_activity,3,11697,,,,,,operator_activity
13W_11-17B,operator_activity,3,11698,,,,,,operator_activity
13W_11-17C,operator_activity,3,11699,,,,,,operator_activity
13W_11-17D,operator_activity,3,11700,,,,,,operator_activity
13W_11-41A,operator_activity,3,11569,,,,,,operator_activity
13W_11-41B,operator_activity,3,11570,,,,,,operator_activity
13W_11-41C,operator_activity,3,11571,,,,,,operator_activity
13W_11-41D,operator_activity,3,11572,,,,,,operator_activity
13W_12-18A,operator_activity,3,11701,,,,,,operator_activity
13W_12-18B,operator_activity,3,11702,,,,,,operator_activity
13W_12-18C,operator_activity,3,11703,,,,,,operator_activity
13W_12-18D,operator_activity,3,11704,,,,,,operator_activity
13W_12-42C,operator_activity,3,11573,,,,,,operator_activity
13W_12-42D,operator_activity,3,11574,,,,,,operator_activity
13W_13-19A,operator_activity,3,11705,,,,,,operator_activity
13W_13-19B,operator_activity,3,11706,,,,,,operator_activity
13W_13-19C,operator_activity,3,11707,,,,,,operator_activity
13W_13-19D,operator_activity,3,11708,,,,,,operator_activity
13W_14-20A,operator_activity,3,11709,,,,,,operator_activity
13W_14-20B,operator_activity,3,11710,,,,,,operator_activity
13W_14-20C,operator_activity,3,11711,,,,,,operator_activity
13W_14-20D,operator_activity,3,11712,,,,,,operator_activity
13W_15-21A,operator_activity,3,11713,,,,,,operator_activity
13W_15-21B,operator_activity,3,11714,,,,,,operator_activity
13W_15-21C,operator_activity,3,11715,,,,,,operator_activity
13W_15-21D,operator_activity,3,11716,,,,,,operator_activity
13W_16-22A,operator_activity,3,11717,,,,,,operator_activity
13W_16-22B,operator_activity,3,11718,,,,,,operator_activity
13W_16-22D,operator_activity,3,11719,,,,,,operator_activity
13W_2-32A,operator_activity,3,11537,,,,,,operator_activity
13W_2-32B,operator_activity,3,11538,,,,,,operator_activity
13W_2-32C,operator_activity,3,11539,,,,,,operator_activity
13W_2-32D,operator_activity,3,11540,,,,,,operator_activity
13W_2-8A,operator_activity,3,11662,,,,,,operator_activity
13W_2-8B,operator_activity,3,11663,,,,,,operator_activity
13W_2-8C,operator_activity,3,11664,,,,,,operator_activity
13W_2-8D,operator_activity,3,11665,,,,,,operator_activity
13W_3-33B,operator_activity,3,11541,,,,,,operator_activity
13W_3-33C,operator_activity,3,11542,,,,,,operator_activity
13W_3-33D,operator_activity,3,11543,,,,,,operator_activity
13W_3-9A,operator_activity,3,11666,,,,,,operator_activity
13W_3-9B,operator_activity,3,11667,,,,,,operator_activity
13W_3-9C,operator_activity,3,11668,,,,,,operator_activity
13W_3-9D,operator_activity,3,11669,,,,,,operator_activity
13W_4-10A,operator_activity,3,11670,,,,,,operator_activity
13W_4-10B,operator_activity,3,11671,,,,,,operator_activity
13W_4-10C,operator_activity,3,11672,,,,,,operator_activity
13W_4-10D,operator_activity,3,11673,,,,,,operator_activity
13W_4-34A,operator_activity,3,11544,,,,,,operator_activity
13W_4-34B,operator_activity,3,11545,,,,,,operator_activity
13W_4-34C,operator_activity,3,11546,,,,,,operator_activity
13W_4-34D,operator_activity,3,11547,,,,,,operator_activity
13W_5-11A,operator_activity,3,11674,,,,,,operator_activity
13W_5-11B,operator_activity,3,11675,,,,,,operator_activity
13W_5-11C,operator_activity,3,11676,,,,,,operator_activity
13W_5-11D,operator_activity,3,11677,,,,,,operator_activity
13W_5-35A,operator_activity,3,11548,,,,,,operator_activity
13W_5-35B,operator_activity,3,11549,,,,,,operator_activity
13W_5-35D,operator_activity,3,11550,,,,,,operator_activity
13W_6-12A,operator_activity,3,11678,,,,,,operator_activity
13W_6-12B,operator_activity,3,11679,,,,,,operator_activity
13W_6-12C,operator_activity,3,11680,,,,,,operator_activity
13W_6-12D,operator_activity,3,11681,,,,,,operator_activity
13W_6-36A,operator_activity,3,11551,,,,,,operator_activity
13W_6-36D,operator_activity,3,11552,,,,,,operator_activity
13W_7-13A,operator_activity,3,11682,,,,,,operator_activity
13W_7-13B,operator_activity,3,11683,,,,,,operator_activity
13W_7-13C,operator_activity,3,11684,,,,,,operator_activity
13W_7-13D,operator_activity,3,11685,,,,,,operator_activity
13W_7-37A,operator_activity,3,11553,,,,,,operator_activity
13W_7-37B,operator_activity,3,11554,,,,,,operator_activity
13W_7-37C,operator_activity,3,11555,,,,,,operator_activity
13W_7-37D,operator_activity,3,11556,,,,,,operator_activity
13W_8-14A,operator_activity,3,11686,,,,,,operator_activity
13W_8-14B,operator_activity,3,11687,,,,,,operator_activity
13W_8-14C,operator_activity,3,11688,,,,,,operator_activity
13W_8-14D,operator_activity,3,11689,,,,,,operator_activity
13W_8-38A,operator_activity,3,11557,,,,,,operator_activity
13W_8-38B,operator_activity,3,11558,,,,,,operator_activity
13W_8-38C,operator_activity,3,11559,,,,,,operator_activity
13W_8-38D,operator_activity,3,11560,,,,,,operator_activity
13W_9-15A,operator_activity,3,11690,,,,,,operator_activity
13W_9-15B,operator_activity,3,11691,,,,,,operator_activity
13W_9-15C,operator_activity,3,11692,,,,,,operator_activity
13W_9-15D,operator_activity,3,11693,,,,,,operator_activity
13W_9-39A,operator_activity,3,11561,,,,,,operator_activity
13W_9-39B,operator_activity,3,11562,,,,,,operator_activity
13W_9-39C,operator_activity,3,11563,,,,,,operator_activity
13W_9-39D,operator_activity,3,11564,,,,,,operator_activity
1E.1_1-11C,operator_activity,3,11578,,,,,,operator_activity
1E.1_1-11D,operator_activity,3,11579,,,,,,operator_activity
1E.1_10-2D,operator_activity,3,11583,,,,,,operator_activity
1E.1_8-4C,operator_activity,3,11581,,,,,,operator_activity
1E.1_9-3C,operator_activity,3,11582,,,,,,operator_activity
1W_10.1-28C,operator_activity,3,11587,,,,,,operator_activity
1W_10.1-28D,operator_activity,3,11588,,,,,,operator_activity
1W_14.1-32C,operator_activity,3,11589,,,,,,operator_activity
1W_16.1-34C,operator_activity,3,11590,,,,,,operator_activity
1W_16.1-34D,operator_activity,3,11591,,,,,,operator_activity
1W_17.1-35C,operator_activity,3,11592,,,,,,operator_activity
1W_17.1-35D,operator_activity,3,11593,,,,,,operator_activity
1W_18.1-36C,operator_activity,3,11594,,,,,,operator_activity
1W_18.1-36D,operator_activity,3,11595,,,,,,operator_activity
1W_19.1-37C,operator_activity,3,11596,,,,,,operator_activity
1W_19.1-37D,operator_activity,3,11597,,,,,,operator_activity
1W_6.1-24C,operator_activity,3,11584,,,,,,operator_activity
1W_6.1-24D,operator_activity,3,11585,,,,,,operator_activity
1W_7-25C,operator_activity,3,11586,,,,,,operator_activity
3W_3.1-2D,meter_reading,3,10535,,,,,,
5W.1_1-4C,operator_activity,3,11599,,,,,,operator_activity
5W.2_1-17,operator_activity,3,11600,,,,,,operator_activity
5W.3_1-19A,meter_reading,3,10888,,,,,,
5W.3_1-19B,meter_reading,3,10889,,,,,,
5W.4_1,operator_activity,3,,,,,,,operator_activity
5W.4_2,operator_activity,3,,,,,,,operator_activity
5W.4_4 -24A,meter_reading,3,10892,,,,,,
5W.4_6,operator_activity,3,,,,,,,operator_activity
5W.4_7,operator_activity,3,,,,,,,operator_activity
7E_18-8A,dismissed_point | meter_reading,3,11601,,,,,,dismissed_point
7E_18-8B,dismissed_point | meter_reading,3,11602,,,,,,dismissed_point
10E.4_1-4E,meter_reading,2,1386,,,,,,
13E_3-28E,operator_activity,2,,,,,,,operator_activity
3E.6_10,operator_activity,1,,,,,,,operator_activity
3E.6_11,operator_activity,1,,,,,,,operator_activity
3E.6_12,operator_activity,1,,,,,,,operator_activity
3E.6_13,operator_activity,1,,,,,,,operator_activity
3E.6_14,operator_activity,1,,,,,,,operator_activity
3E.6_15,operator_activity,1,,,,,,,operator_activity
3E.6_16,operator_activity,1,,,,,,,operator_activity
3E.6_17,meter_reading,1,663,,,,,,
3E.6_18,operator_activity,1,,,,,,,operator_activity
3E.6_4,operator_activity,1,,,,,,,operator_activity
3E.6_5,operator_activity,1,,,,,,,operator_activity
3E.6_6,operator_activity,1,,,,,,,operator_activity
3E.6_7,operator_activity,1,,,,,,,operator_activity
3E.6_8,meter_reading,1,2131,,,,,,
3E.6_9,operator_activity,1,,,,,,,operator_activity
5W_40-55E,operator_activity,1,,,,,,,operator_activity
5W_42,operator_activity,1,,,,,,,operator_activity
5W_43,operator_activity,1,,,,,,,operator_activity
5W_44,meter_reading,1,,,,,,,
7E.3_1-29D,meter_reading,1,11395,,,,,24:7E.3_1-28D,meter_match_present
7E.4_1-26C,meter_reading,1,11396,,,,,24:7E.4_1-27C,meter_match_present
